생년월일,목,화,토,금,수
1920112,1,1,1,2,1
1920113,1,1,2,2,0
1920114,1,2,1,2,0
1920115,1,2,1,2,0
1920116,0,1,3,2,0
1920117,0,2,2,2,0
1920118,0,2,1,3,0
1920119,0,1,1,3,1
19201110,0,1,0,3,2
19201111,0,1,0,3,2
19201112,1,1,1,2,1
19201113,1,1,0,2,2
19201114,0,2,0,2,2
19201115,0,2,1,2,1
19201116,1,1,1,2,1
19201117,1,1,1,2,1
19201118,0,1,1,3,1
19201119,0,2,0,3,1
19201120,0,2,0,2,2
19201121,0,1,1,2,2
19201122,1,1,0,3,1
19201123,1,1,0,3,1
19201124,0,2,1,2,1
19201125,0,2,0,2,2
19201126,0,1,1,2,2
19201127,0,1,2,2,1
19201128,1,1,0,3,1
19201129,1,1,0,3,1
19201130,0,1,1,2,2
1920121,0,2,0,2,2
1920122,1,2,0,2,1
1920123,1,1,1,2,1
1920124,0,2,0,3,1
1920125,0,2,0,3,1
1920126,0,1,2,2,1
1920127,0,1,1,2,2
1920128,0,0,1,3,2
1920129,0,0,2,3,1
19201210,1,0,1,2,2
19201211,1,0,1,2,2
19201212,1,0,2,2,1
19201213,1,1,1,2,1
19201214,0,2,1,2,1
19201215,0,1,2,2,1
19201216,0,0,2,3,1
19201217,0,0,2,3,1
19201218,0,0,2,3,1
19201219,0,0,1,3,2
19201220,0,0,1,2,3
19201221,0,0,2,2,2
19201222,2,0,1,2,1
19201223,2,0,1,2,1
19201224,0,1,2,2,1
19201225,0,2,1,2,1
19201226,0,1,2,2,1
19201227,0,0,3,2,1
19201228,0,0,1,4,1
19201229,0,0,1,4,1
19201230,0,0,2,2,2
192111,1,0,1,2,2
192112,1,0,2,2,1
192113,1,1,1,2,1
192114,1,1,1,2,1
192115,0,0,3,2,1
192116,0,1,2,2,1
192117,0,1,2,3,0
192118,0,0,3,3,0
192119,0,0,2,3,1
1921110,0,0,2,3,1
1921111,1,0,3,2,0
1921112,1,0,2,2,1
1921113,0,1,2,2,1
1921114,0,1,3,2,0
1921115,1,0,3,2,0
1921116,1,0,3,2,0
1921117,0,0,3,3,0
1921118,0,1,2,3,0
1921119,0,1,2,2,1
1921120,0,0,3,2,1
1921121,1,0,2,3,0
1921122,1,0,2,3,0
1921123,0,1,3,2,0
1921124,0,1,2,2,1
1921125,0,0,3,2,1
1921126,0,0,4,2,0
1921127,1,0,2,3,0
1921128,1,0,2,3,0
1921129,0,0,3,2,1
1921130,0,1,2,2,1
192121,1,0,3,2,0
192122,0,1,2,3,0
192123,0,1,2,3,0
192124,0,0,4,2,0
192125,1,0,1,3,1
192126,1,0,0,4,1
192127,1,0,1,4,0
192128,2,0,0,3,1
192129,2,0,0,3,1
1921210,2,0,1,3,0
1921211,2,1,0,3,0
1921212,1,2,0,3,0
1921213,1,1,1,3,0
1921214,1,0,1,4,0
1921215,1,0,1,4,0
1921216,1,0,1,4,0
1921217,1,0,0,4,1
1921218,1,0,0,3,2
1921219,1,0,1,3,1
1921220,3,0,0,3,0
1921221,3,0,0,3,0
1921222,1,1,1,3,0
1921223,1,2,0,3,0
1921224,1,1,1,3,0
1921225,1,0,2,3,0
1921226,1,0,0,5,0
1921227,1,0,0,5,0
1921228,1,0,1,3,1
192131,1,0,0,3,2
192132,2,0,0,3,1
192133,2,0,1,3,0
192134,2,1,0,3,0
192135,2,1,0,3,0
192136,1,0,2,3,0
192137,1,1,1,3,0
192138,1,1,0,4,0
192139,1,0,1,4,0
1921310,1,0,0,4,1
1921311,1,0,0,4,1
1921312,2,0,1,3,0
1921313,2,0,0,3,1
1921314,1,1,0,3,1
1921315,1,1,1,3,0
1921316,2,0,1,3,0
1921317,2,0,1,3,0
1921318,1,0,1,4,0
1921319,1,1,0,4,0
1921320,1,1,0,3,1
1921321,1,0,1,3,1
1921322,2,0,0,4,0
1921323,2,0,0,4,0
1921324,1,1,1,3,0
1921325,1,1,0,3,1
1921326,1,0,1,3,1
1921327,1,0,2,3,0
1921328,2,0,0,4,0
1921329,2,0,0,4,0
1921330,1,0,1,3,1
192141,2,1,0,3,0
192142,2,0,1,3,0
192143,1,1,0,4,0
192144,1,1,0,4,0
192145,1,0,2,3,0
192146,0,0,2,2,2
192147,0,0,1,3,2
192148,0,0,2,3,1
192149,1,0,1,2,2
1921410,1,0,1,2,2
1921411,1,0,2,2,1
1921412,1,1,1,2,1
1921413,0,2,1,2,1
1921414,0,1,2,2,1
1921415,0,0,2,3,1
1921416,0,0,2,3,1
1921417,0,0,2,3,1
1921418,0,0,1,3,2
1921419,0,0,1,2,3
1921420,0,0,2,2,2
1921421,2,0,1,2,1
1921422,2,0,1,2,1
1921423,0,1,2,2,1
1921424,0,2,1,2,1
1921425,0,1,2,2,1
1921426,0,0,3,2,1
1921427,0,0,1,4,1
1921428,0,0,1,4,1
1921429,0,0,2,2,2
1921430,0,0,1,2,3
192151,1,0,1,2,2
192152,1,0,2,2,1
192153,1,1,1,2,1
192154,1,1,1,2,1
192155,0,0,3,2,1
192156,0,1,2,2,1
192157,0,2,0,3,1
192158,0,1,1,3,1
192159,0,1,0,3,2
1921510,0,1,0,3,2
1921511,1,1,1,2,1
1921512,1,1,0,2,2
1921513,0,2,0,2,2
1921514,0,2,1,2,1
1921515,1,1,1,2,1
1921516,1,1,1,2,1
1921517,0,1,1,3,1
1921518,0,2,0,3,1
1921519,0,2,0,2,2
1921520,0,1,1,2,2
1921521,1,1,0,3,1
1921522,1,1,0,3,1
1921523,0,2,1,2,1
1921524,0,2,0,2,2
1921525,0,1,1,2,2
1921526,0,1,2,2,1
1921527,1,1,0,3,1
1921528,1,1,0,3,1
1921529,0,1,1,2,2
1921530,0,2,0,2,2
192161,1,1,1,2,1
192162,0,2,0,3,1
192163,0,2,0,3,1
192164,0,1,2,2,1
192165,0,1,1,2,2
192166,0,1,0,3,2
192167,1,1,1,3,0
192168,2,1,0,2,1
192169,2,1,0,2,1
1921610,2,1,1,2,0
1921611,2,2,0,2,0
1921612,1,3,0,2,0
1921613,1,2,1,2,0
1921614,1,1,1,3,0
1921615,1,1,1,3,0
1921616,1,1,1,3,0
1921617,1,1,0,3,1
1921618,1,1,0,2,2
1921619,1,1,1,2,1
1921620,3,1,0,2,0
1921621,3,1,0,2,0
1921622,1,2,1,2,0
1921623,1,3,0,2,0
1921624,1,2,1,2,0
1921625,1,1,2,2,0
1921626,1,1,0,4,0
1921627,1,1,0,4,0
1921628,1,1,1,2,1
1921629,1,1,0,2,2
1921630,2,1,0,2,1
192171,2,1,1,2,0
192172,2,2,0,2,0
192173,2,2,0,2,0
192174,1,1,2,2,0
192175,1,2,1,2,0
192176,1,2,0,3,0
192177,1,0,2,3,0
192178,1,1,0,3,1
192179,1,0,1,3,1
1921710,2,0,2,2,0
1921711,2,0,1,2,1
1921712,1,1,1,2,1
1921713,1,1,2,2,0
1921714,2,0,2,2,0
1921715,2,0,2,2,0
1921716,1,0,2,3,0
1921717,1,1,1,3,0
1921718,1,1,1,2,1
1921719,1,0,2,2,1
1921720,2,0,1,3,0
1921721,2,0,1,3,0
1921722,1,1,2,2,0
1921723,1,1,1,2,1
1921724,1,0,2,2,1
1921725,1,0,3,2,0
1921726,2,0,1,3,0
1921727,2,0,1,3,0
1921728,1,0,2,2,1
1921729,1,1,1,2,1
1921730,2,1,1,2,0
192181,1,1,1,3,0
192182,1,1,1,3,0
192183,1,0,3,2,0
192184,1,0,2,2,1
192185,1,0,1,3,1
192186,1,0,2,3,0
192187,2,0,1,2,1
192188,2,0,1,2,1
192189,1,1,1,3,0
1921810,1,2,0,3,0
1921811,0,3,0,3,0
1921812,0,2,1,3,0
1921813,0,1,1,4,0
1921814,0,1,1,4,0
1921815,0,1,1,4,0
1921816,0,1,0,4,1
1921817,0,1,0,3,2
1921818,0,1,1,3,1
1921819,2,1,0,3,0
1921820,2,1,0,3,0
1921821,0,2,1,3,0
1921822,0,3,0,3,0
1921823,0,2,1,3,0
1921824,0,1,2,3,0
1921825,0,1,0,5,0
1921826,0,1,0,5,0
1921827,0,1,1,3,1
1921828,0,1,0,3,2
1921829,1,1,0,3,1
1921830,1,1,1,3,0
192191,1,2,0,3,0
192192,0,1,2,3,0
192193,0,2,1,3,0
192194,0,2,0,4,0
192195,0,1,1,4,0
192196,0,1,0,4,1
192197,0,1,0,4,1
192198,1,1,1,3,0
192199,1,1,0,3,1
1921910,0,2,0,3,1
1921911,0,2,1,3,0
1921912,1,1,1,3,0
1921913,1,1,1,3,0
1921914,0,1,1,4,0
1921915,0,2,0,4,0
1921916,0,2,0,3,1
1921917,0,1,1,3,1
1921918,1,1,0,4,0
1921919,1,1,0,4,0
1921920,0,2,1,3,0
1921921,0,2,0,3,1
1921922,0,1,1,3,1
1921923,0,1,2,3,0
1921924,1,1,0,4,0
1921925,1,1,0,4,0
1921926,0,1,1,3,1
1921927,0,2,0,3,1
1921928,1,2,0,3,0
1921929,1,1,1,3,0
1921930,0,2,0,4,0
1921101,0,2,0,4,0
1921102,0,1,2,3,0
1921103,0,1,1,3,1
1921104,0,1,0,4,1
1921105,0,1,1,4,0
1921106,1,1,0,3,1
1921107,1,1,0,3,1
1921108,1,1,1,3,0
1921109,1,2,0,3,0
19211010,0,2,2,2,0
19211011,0,1,3,2,0
19211012,0,0,3,3,0
19211013,0,0,3,3,0
19211014,0,0,3,3,0
19211015,0,0,2,3,1
19211016,0,0,2,2,2
19211017,0,0,3,2,1
19211018,2,0,2,2,0
19211019,2,0,2,2,0
19211020,0,1,3,2,0
19211021,0,2,2,2,0
19211022,0,1,3,2,0
19211023,0,0,4,2,0
19211024,0,0,2,4,0
19211025,0,0,2,4,0
19211026,0,0,3,2,1
19211027,0,0,2,2,2
19211028,1,0,2,2,1
19211029,1,0,3,2,0
19211030,1,1,2,2,0
1921111,0,0,4,2,0
1921112,0,1,3,2,0
1921113,0,1,2,3,0
1921114,0,0,3,3,0
1921115,0,0,2,3,1
1921116,0,0,2,3,1
1921117,1,0,3,2,0
1921118,1,0,2,2,1
1921119,0,1,1,2,2
19211110,0,1,2,2,1
19211111,1,0,2,2,1
19211112,1,0,2,2,1
19211113,0,0,2,3,1
19211114,0,1,1,3,1
19211115,0,1,1,2,2
19211116,0,0,2,2,2
19211117,1,0,1,3,1
19211118,1,0,1,3,1
19211119,0,1,2,2,1
19211120,0,1,1,2,2
19211121,0,0,2,2,2
19211122,0,0,3,2,1
19211123,1,0,1,3,1
19211124,1,0,1,3,1
19211125,0,0,2,2,2
19211126,0,1,1,2,2
19211127,1,1,1,2,1
19211128,1,0,2,2,1
19211129,0,1,1,3,1
19211130,0,1,1,3,1
1921121,0,0,3,2,1
1921122,0,0,2,2,2
1921123,0,0,1,3,2
1921124,0,0,2,3,1
1921125,1,0,1,2,2
1921126,1,0,1,2,2
1921127,1,0,1,3,1
1921128,1,1,1,2,1
1921129,0,2,0,3,1
19211210,0,1,1,3,1
19211211,0,0,1,4,1
19211212,0,0,1,4,1
19211213,0,0,1,4,1
19211214,0,0,0,4,2
19211215,0,0,0,3,3
19211216,0,0,1,3,2
19211217,2,0,0,3,1
19211218,2,0,0,3,1
19211219,0,1,1,3,1
19211220,0,2,0,3,1
19211221,0,1,1,3,1
19211222,0,0,2,3,1
19211223,0,0,0,5,1
19211224,0,0,0,5,1
19211225,0,0,1,3,2
19211226,0,0,0,3,3
19211227,1,0,0,3,2
19211228,1,0,1,3,1
19211229,1,1,0,3,1
19211230,1,1,0,3,1
192211,0,1,1,3,1
192212,0,1,0,4,1
192213,0,0,1,4,1
192214,0,0,0,4,2
192215,0,0,0,4,2
192216,1,0,1,3,1
192217,1,0,1,3,1
192218,0,1,1,3,1
192219,0,1,2,3,0
1922110,1,0,2,3,0
1922111,1,0,2,3,0
1922112,0,0,2,4,0
1922113,0,1,1,4,0
1922114,0,1,1,3,1
1922115,0,0,2,3,1
1922116,1,0,1,4,0
1922117,1,0,1,4,0
1922118,0,1,2,3,0
1922119,0,1,1,3,1
1922120,0,0,2,3,1
1922121,0,0,3,3,0
1922122,1,0,1,4,0
1922123,1,0,1,4,0
1922124,0,0,2,3,1
1922125,0,1,1,3,1
1922126,1,1,1,3,0
1922127,1,0,2,3,0
1922128,0,1,1,4,0
1922129,0,1,1,4,0
1922130,0,0,3,3,0
192221,0,0,1,4,1
192222,0,0,2,4,0
192223,1,0,1,3,1
192224,1,0,1,3,1
192225,2,0,2,0,2
192226,2,1,1,0,2
192227,1,2,1,0,2
192228,1,1,2,0,2
192229,1,0,2,1,2
1922210,1,0,2,1,2
1922211,1,0,2,1,2
1922212,1,0,1,1,3
1922213,1,0,1,0,4
1922214,1,0,2,0,3
1922215,3,0,1,0,2
1922216,3,0,1,0,2
1922217,1,1,2,0,2
1922218,1,2,1,0,2
1922219,1,1,2,0,2
1922220,1,0,3,0,2
1922221,1,0,1,2,2
1922222,1,0,1,2,2
1922223,1,0,2,0,3
1922224,1,0,1,0,4
1922225,2,0,1,0,3
1922226,2,0,2,0,2
1922227,2,1,1,0,2
1922228,2,1,1,0,2
192231,1,0,3,0,2
192232,1,1,2,0,2
192233,1,1,1,1,2
192234,1,0,2,1,2
192235,1,0,1,1,3
192236,1,0,1,1,3
192237,2,0,2,0,2
192238,2,0,1,0,3
192239,1,1,1,0,3
1922310,1,1,2,0,2
1922311,2,0,2,0,2
1922312,2,0,2,0,2
1922313,1,0,2,1,2
1922314,1,1,1,1,2
1922315,1,1,1,0,3
1922316,1,0,2,0,3
1922317,2,0,1,1,2
1922318,2,0,1,1,2
1922319,1,1,2,0,2
1922320,1,1,1,0,3
1922321,1,0,2,0,3
1922322,1,0,3,0,2
1922323,2,0,1,1,2
1922324,2,0,1,1,2
1922325,1,0,2,0,3
1922326,1,1,1,0,3
1922327,2,1,1,0,2
1922328,2,0,2,0,2
1922329,1,1,1,1,2
1922330,1,1,1,1,2
192241,1,0,2,0,3
192242,1,0,1,1,3
192243,1,0,2,1,2
192244,2,0,1,0,3
192245,2,0,1,0,3
192246,2,0,3,0,1
192247,2,1,2,0,1
192248,1,2,2,0,1
192249,1,1,3,0,1
1922410,1,0,3,1,1
1922411,1,0,3,1,1
1922412,1,0,3,1,1
1922413,1,0,2,1,2
1922414,1,0,2,0,3
1922415,1,0,3,0,2
1922416,3,0,2,0,1
1922417,3,0,2,0,1
1922418,1,1,3,0,1
1922419,1,2,2,0,1
1922420,1,1,3,0,1
1922421,1,0,4,0,1
1922422,1,0,2,2,1
1922423,1,0,2,2,1
1922424,1,0,3,0,2
1922425,1,0,2,0,3
1922426,2,0,2,0,2
1922427,2,0,3,0,1
1922428,2,1,2,0,1
1922429,2,1,2,0,1
1922430,1,0,4,0,1
192251,1,1,3,0,1
192252,1,1,2,1,1
192253,1,0,3,1,1
192254,1,0,2,1,2
192255,1,0,2,1,2
192256,2,0,3,0,1
192257,2,1,1,0,2
192258,1,2,1,0,2
192259,1,2,2,0,1
1922510,2,1,2,0,1
1922511,2,1,2,0,1
1922512,1,1,2,1,1
1922513,1,2,1,1,1
1922514,1,2,1,0,2
1922515,1,1,2,0,2
1922516,2,1,1,1,1
1922517,2,1,1,1,1
1922518,1,2,2,0,1
1922519,1,2,1,0,2
1922520,1,1,2,0,2
1922521,1,1,3,0,1
1922522,2,1,1,1,1
1922523,2,1,1,1,1
1922524,1,1,2,0,2
1922525,1,2,1,0,2
1922526,2,2,1,0,1
1922527,2,1,2,0,1
1922528,1,2,1,1,1
1922529,1,2,1,1,1
1922530,1,1,3,0,1
192261,1,1,1,1,2
192262,1,1,2,1,1
192263,2,1,1,0,2
192264,2,1,1,0,2
192265,2,1,2,0,1
192266,2,2,1,0,1
192267,0,4,1,0,1
192268,0,3,2,0,1
192269,0,2,2,1,1
1922610,0,2,2,1,1
1922611,0,2,2,1,1
1922612,0,2,1,1,2
1922613,0,2,1,0,3
1922614,0,2,2,0,2
1922615,2,2,1,0,1
1922616,2,2,1,0,1
1922617,0,3,2,0,1
1922618,0,4,1,0,1
1922619,0,3,2,0,1
1922620,0,2,3,0,1
1922621,0,2,1,2,1
1922622,0,2,1,2,1
1922623,0,2,2,0,2
1922624,0,2,1,0,3
1922625,1,2,1,0,2
1922626,1,2,2,0,1
1922627,1,3,1,0,1
1922628,1,3,1,0,1
1922629,0,2,3,0,1
1922630,0,3,2,0,1
192271,0,3,1,1,1
192272,0,2,2,1,1
192273,0,2,1,1,2
192274,0,2,1,1,2
192275,1,2,2,0,1
192276,1,2,1,0,2
192277,0,3,1,0,2
192278,0,3,2,0,1
192279,1,1,3,0,1
1922710,1,1,3,0,1
1922711,0,1,3,1,1
1922712,0,2,2,1,1
1922713,0,2,2,0,2
1922714,0,1,3,0,2
1922715,1,1,2,1,1
1922716,1,1,2,1,1
1922717,0,2,3,0,1
1922718,0,2,2,0,2
1922719,0,1,3,0,2
1922720,0,1,4,0,1
1922721,1,1,2,1,1
1922722,1,1,2,1,1
1922723,0,1,3,0,2
1922724,0,2,2,0,2
1922725,1,2,2,0,1
1922726,1,1,3,0,1
1922727,0,2,2,1,1
1922728,0,2,2,1,1
1922729,0,1,4,0,1
1922730,0,1,3,0,2
192281,0,1,3,1,1
192282,1,1,2,0,2
192283,1,1,2,0,2
192284,1,1,3,0,1
192285,1,2,2,0,1
192286,0,3,2,0,1
192287,0,2,3,0,1
192288,0,1,3,1,1
192289,0,0,3,2,1
1922810,0,0,3,2,1
1922811,0,0,2,2,2
1922812,0,0,2,1,3
1922813,0,0,3,1,2
1922814,2,0,2,1,1
1922815,2,0,2,1,1
1922816,0,1,3,1,1
1922817,0,2,2,1,1
1922818,0,1,3,1,1
1922819,0,0,4,1,1
1922820,0,0,2,3,1
1922821,0,0,2,3,1
1922822,0,0,3,1,2
1922823,0,0,2,1,3
1922824,1,0,2,1,2
1922825,1,0,3,1,1
1922826,1,1,2,1,1
1922827,1,1,2,1,1
1922828,0,0,4,1,1
1922829,0,1,3,1,1
1922830,0,1,2,2,1
192291,0,0,2,2,2
192292,0,0,2,2,2
192293,1,0,3,1,1
192294,1,0,2,1,2
192295,0,1,2,1,2
192296,0,1,3,1,1
192297,1,0,3,1,1
192298,1,0,3,1,1
192299,0,0,3,2,1
1922910,0,1,2,2,1
1922911,0,1,2,1,2
1922912,0,0,3,1,2
1922913,1,0,2,2,1
1922914,1,0,2,2,1
1922915,0,1,3,1,1
1922916,0,1,2,1,2
1922917,0,0,3,1,2
1922918,0,0,4,1,1
1922919,1,0,2,2,1
1922920,1,0,2,2,1
1922921,0,0,3,1,2
1922922,0,1,2,1,2
1922923,1,1,2,1,1
1922924,1,0,3,1,1
1922925,0,1,2,2,1
1922926,0,1,2,2,1
1922927,0,0,4,1,1
1922928,0,0,3,1,2
1922929,0,0,2,2,2
1922930,0,0,3,2,1
1922101,1,0,2,1,2
1922102,1,0,2,1,2
1922103,1,0,3,1,1
1922104,1,1,2,1,1
1922105,0,2,2,1,1
1922106,0,1,3,1,1
1922107,0,0,3,2,1
1922108,0,0,3,2,1
1922109,0,0,3,2,1
19221010,0,0,2,2,2
19221011,0,0,2,1,3
19221012,0,0,3,1,2
19221013,2,0,2,1,1
19221014,2,0,2,1,1
19221015,0,1,3,1,1
19221016,0,2,2,1,1
19221017,0,1,3,1,1
19221018,0,0,4,1,1
19221019,0,0,2,3,1
19221020,0,0,2,3,1
19221021,0,0,3,1,2
19221022,0,0,2,1,3
19221023,1,0,2,1,2
19221024,1,0,3,1,1
19221025,1,1,2,1,1
19221026,1,1,2,1,1
19221027,0,0,4,1,1
19221028,0,1,3,1,1
19221029,0,1,2,2,1
19221030,0,0,3,2,1
1922111,0,0,2,2,2
1922112,1,0,3,1,1
1922113,1,0,2,1,2
1922114,0,1,2,1,2
1922115,0,1,3,1,1
1922116,1,0,3,1,1
1922117,1,0,3,1,1
1922118,0,0,3,2,1
1922119,0,1,1,2,2
19221110,0,1,1,1,3
19221111,0,0,2,1,3
19221112,1,0,1,2,2
19221113,1,0,1,2,2
19221114,0,1,2,1,2
19221115,0,1,1,1,3
19221116,0,0,2,1,3
19221117,0,0,3,1,2
19221118,1,0,1,2,2
19221119,1,0,1,2,2
19221120,0,0,2,1,3
19221121,0,1,1,1,3
19221122,1,1,1,1,2
19221123,1,0,2,1,2
19221124,0,1,1,2,2
19221125,0,1,1,2,2
19221126,0,0,3,1,2
19221127,0,0,2,1,3
19221128,0,0,1,2,3
19221129,0,0,2,2,2
19221130,1,0,1,1,3
1922121,1,0,1,1,3
1922122,1,0,2,1,2
1922123,1,1,1,1,2
1922124,0,2,1,1,2
1922125,0,1,2,1,2
1922126,0,0,2,2,2
1922127,0,0,2,2,2
1922128,0,0,2,2,2
1922129,0,0,1,1,4
19221210,0,0,1,0,5
19221211,0,0,2,0,4
19221212,2,0,1,0,3
19221213,2,0,1,0,3
19221214,0,1,2,0,3
19221215,0,2,1,0,3
19221216,0,1,2,0,3
19221217,0,0,3,0,3
19221218,0,0,1,2,3
19221219,0,0,1,2,3
19221220,0,0,2,0,4
19221221,0,0,1,0,5
19221222,1,0,1,0,4
19221223,1,0,2,0,3
19221224,1,1,1,0,3
19221225,1,1,1,0,3
19221226,0,0,3,0,3
19221227,0,1,2,0,3
19221228,0,1,1,1,3
19221229,0,0,2,1,3
19221230,0,0,1,1,4
192311,1,0,2,0,3
192312,1,0,1,0,4
192313,0,1,1,0,4
192314,0,1,2,0,3
192315,1,0,2,0,3
192316,1,0,2,0,3
192317,0,0,3,1,2
192318,0,1,2,1,2
192319,0,1,2,0,3
1923110,0,0,3,0,3
1923111,1,0,2,1,2
1923112,1,0,2,1,2
1923113,0,1,3,0,2
1923114,0,1,2,0,3
1923115,0,0,3,0,3
1923116,0,0,4,0,2
1923117,1,0,2,1,2
1923118,1,0,2,1,2
1923119,0,0,3,0,3
1923120,0,1,2,0,3
1923121,1,1,2,0,2
1923122,1,0,3,0,2
1923123,0,1,2,1,2
1923124,0,1,2,1,2
1923125,0,0,4,0,2
1923126,0,0,3,0,3
1923127,0,0,2,1,3
1923128,0,0,3,1,2
1923129,1,0,2,0,3
1923130,1,0,2,0,3
192321,1,1,2,0,2
192322,0,2,2,0,2
192323,0,1,3,0,2
192324,0,0,3,1,2
192325,0,0,3,1,2
192326,2,0,1,1,2
192327,2,0,0,1,3
192328,2,0,0,0,4
192329,2,0,1,0,3
1923210,4,0,0,0,2
1923211,4,0,0,0,2
1923212,2,1,1,0,2
1923213,2,2,0,0,2
1923214,2,1,1,0,2
1923215,2,0,2,0,2
1923216,2,0,0,2,2
1923217,2,0,0,2,2
1923218,2,0,1,0,3
1923219,2,0,0,0,4
1923220,3,0,0,0,3
1923221,3,0,1,0,2
1923222,3,1,0,0,2
1923223,3,1,0,0,2
1923224,2,0,2,0,2
1923225,2,1,1,0,2
1923226,2,1,0,1,2
1923227,2,0,1,1,2
1923228,2,0,0,1,3
192331,2,0,0,1,3
192332,3,0,1,0,2
192333,3,0,0,0,3
192334,2,1,0,0,3
192335,2,1,1,0,2
192336,3,0,1,0,2
192337,3,0,1,0,2
192338,2,0,1,1,2
192339,2,1,0,1,2
1923310,2,1,0,0,3
1923311,2,0,1,0,3
1923312,3,0,0,1,2
1923313,3,0,0,1,2
1923314,2,1,1,0,2
1923315,2,1,0,0,3
1923316,2,0,1,0,3
1923317,2,0,2,0,2
1923318,3,0,0,1,2
1923319,3,0,0,1,2
1923320,2,0,1,0,3
1923321,2,1,0,0,3
1923322,3,1,0,0,2
1923323,3,0,1,0,2
1923324,2,1,0,1,2
1923325,2,1,0,1,2
1923326,2,0,2,0,2
1923327,2,0,1,0,3
1923328,2,0,0,1,3
1923329,2,0,1,1,2
1923330,3,0,0,0,3
192341,3,0,1,0,2
192342,3,1,0,0,2
192343,2,2,0,0,2
192344,2,1,1,0,2
192345,2,0,1,1,2
192346,2,0,1,1,2
192347,0,1,2,1,2
192348,0,1,1,1,3
192349,0,1,1,0,4
1923410,0,1,2,0,3
1923411,2,1,1,0,2
1923412,2,1,1,0,2
1923413,0,2,2,0,2
1923414,0,3,1,0,2
1923415,0,2,2,0,2
1923416,0,1,3,0,2
1923417,0,1,1,2,2
1923418,0,1,1,2,2
1923419,0,1,2,0,3
1923420,0,1,1,0,4
1923421,1,1,1,0,3
1923422,1,1,2,0,2
1923423,1,2,1,0,2
1923424,1,2,1,0,2
1923425,0,1,3,0,2
1923426,0,2,2,0,2
1923427,0,2,1,1,2
1923428,0,1,2,1,2
1923429,0,1,1,1,3
1923430,0,1,1,1,3
192351,1,1,2,0,2
192352,1,1,1,0,3
192353,0,2,1,0,3
192354,0,2,2,0,2
192355,1,1,2,0,2
192356,1,1,2,0,2
192357,0,2,1,1,2
192358,0,3,0,1,2
192359,0,3,0,0,3
1923510,0,2,1,0,3
1923511,1,2,0,1,2
1923512,1,2,0,1,2
1923513,0,3,1,0,2
1923514,0,3,0,0,3
1923515,0,2,1,0,3
1923516,0,2,2,0,2
1923517,1,2,0,1,2
1923518,1,2,0,1,2
1923519,0,2,1,0,3
1923520,0,3,0,0,3
1923521,1,3,0,0,2
1923522,1,2,1,0,2
1923523,0,3,0,1,2
1923524,0,3,0,1,2
1923525,0,2,2,0,2
1923526,0,2,1,0,3
1923527,0,2,0,1,3
1923528,0,2,1,1,2
1923529,1,2,0,0,3
1923530,1,2,0,0,3
192361,1,3,0,0,2
192362,0,4,0,0,2
192363,0,3,1,0,2
192364,0,2,1,1,2
192365,0,2,1,1,2
192366,0,2,1,1,2
192367,0,2,0,1,3
192368,0,1,1,0,4
192369,0,1,2,0,3
1923610,2,1,1,0,2
1923611,2,1,1,0,2
1923612,0,2,2,0,2
1923613,0,3,1,0,2
1923614,0,2,2,0,2
1923615,0,1,3,0,2
1923616,0,1,1,2,2
1923617,0,1,1,2,2
1923618,0,1,2,0,3
1923619,0,1,1,0,4
1923620,1,1,1,0,3
1923621,1,1,2,0,2
1923622,1,2,1,0,2
1923623,1,2,1,0,2
1923624,0,1,3,0,2
1923625,0,2,2,0,2
1923626,0,2,1,1,2
1923627,0,1,2,1,2
1923628,0,1,1,1,3
1923629,0,1,1,1,3
1923630,1,1,2,0,2
192371,1,1,1,0,3
192372,0,2,1,0,3
192373,0,2,2,0,2
192374,1,1,2,0,2
192375,1,1,2,0,2
192376,0,1,2,1,2
192377,0,2,1,1,2
192378,0,2,1,0,3
192379,0,0,3,0,3
1923710,1,0,2,1,2
1923711,1,0,2,1,2
1923712,0,1,3,0,2
1923713,0,1,2,0,3
1923714,0,0,3,0,3
1923715,0,0,4,0,2
1923716,1,0,2,1,2
1923717,1,0,2,1,2
1923718,0,0,3,0,3
1923719,0,1,2,0,3
1923720,1,1,2,0,2
1923721,1,0,3,0,2
1923722,0,1,2,1,2
1923723,0,1,2,1,2
1923724,0,0,4,0,2
1923725,0,0,3,0,3
1923726,0,0,2,1,3
1923727,0,0,3,1,2
1923728,1,0,2,0,3
1923729,1,0,2,0,3
1923730,1,0,3,0,2
192381,0,2,2,0,2
192382,0,1,3,0,2
192383,0,0,3,1,2
192384,0,0,3,1,2
192385,0,0,3,1,2
192386,0,0,2,1,3
192387,0,0,2,0,4
192388,0,0,3,0,3
192389,2,0,0,2,2
1923810,2,0,0,2,2
1923811,0,1,1,2,2
1923812,0,2,0,2,2
1923813,0,1,1,2,2
1923814,0,0,2,2,2
1923815,0,0,0,4,2
1923816,0,0,0,4,2
1923817,0,0,1,2,3
1923818,0,0,0,2,4
1923819,1,0,0,2,3
1923820,1,0,1,2,2
1923821,1,1,0,2,2
1923822,1,1,0,2,2
1923823,0,0,2,2,2
1923824,0,1,1,2,2
1923825,0,1,0,3,2
1923826,0,0,1,3,2
1923827,0,0,0,3,3
1923828,0,0,0,3,3
1923829,1,0,1,2,2
1923830,1,0,0,2,3
192391,0,1,1,2,2
192392,1,0,1,2,2
