Mcd,KorName
C862,장병증 형태 (장) T-세포림프종
C862000,장병증 형태 (장) T-세포림프종
C862001,장병증 관련 T-세포림프종
C863,피하의 지방층염-유사T-세포림프종
C863000,피하의 지방층염-유사T-세포림프종
C864,모세포성 NK-세포 림프종 
C864000,모세포성 NK-세포 림프종 
A1802,기타 뼈의 결핵
C865,혈관면역모세포성 T-세포림프종
C865000,혈관면역모세포성 T-세포림프종
C865001,이상단백혈증을 동반한 혈관면역모세포성 림프절병증
C866,원발 피부성 CD30-양성 T-세포증식
C866000,원발 피부성 CD30-양성 T-세포증식
C866001,림프종모양구진증
C866002,원발 피부성 역형성 대세포림프종
C866003,원발 피부성 CD30+양성T-세포림프종
C88,악성면역증식질환
C880,왈덴스트룀 마크로글로불린혈증
C880000,왈덴스트룀 마크로글로불린혈증
C880001,IgM-생산을 동반한 림프형질세포성 림포종
A440000,전신바르토넬라병
C880002,마크로글로불린혈증 (일차)(특발성)
C881,알파 중쇄 질환
C882,기타중쇄병
C882000,기타중쇄병
C882001,프랑클린병
C882002,감마중쇄병
C882003,뮤우중쇄병
C883,면역증식성 소장질환
C883000,면역증식성 소장질환
C883001,알파중쇄병
C883002,지중해림프종
C884,점막관련 림프모양 조직의 림프절외 변연부B-세포림프종[MALT-lymphoma]
C884000,점막관련 림프모양 조직의 림프절외 변연부B-세포림프종[MALT-lymphoma]
C884001,피부관련 림프모양 조직의 림프종
C884002,기관지관련 림프모양 조직의 림프종
C887,기타 악성 면역증식성 질환
C887000,기타 악성 면역증식성 질환
C889,상세불명의 악성 면역증식성 질환
C889000,상세불명의 악성 면역증식성 질환
C889001,면역증식성 질환 NOS
C90,다발성 골수종 및 악성 형질세포신생물
C900,다발골수종
C900000,다발골수종
C900001,칼러병
C900002,골수종증
C900003,형질세포 골수종
C900004,골수성 형질세포종
C901,형질세포 백혈병
C901000,형질세포 백혈병
C901001,형질세포성 백혈병
C902,골수외 형질세포종
C902000,골수외 형질세포종
C903,고립성 형질세포종
C903000,고립성 형질세포종
C903001,상세불명의 국소 악성 형질세포 종양
C903002,"형질 세포종, 상세불명"
C903003,고립성 골수종
C91,림프성 백혈병
C910,급성 림프모구성 백혈병[ALL]
C9100,전구체 B-세포 림프모구성 백혈병
C9100000,전구체 B-세포 림프모구성 백혈병
C9100001,C-급성 림프모구성 백혈병
C9100002,공통 전구체 B 급성 림프모구성 백혈병
C9100003,전-B 급성 림프모구성 백혈병
C9101,전구체 T-세포 림프모구성 백혈병
C9101000,전구체 T-세포 림프모구성 백혈병
C9101001,피질 T 급성 림프모구성 백혈병
C9101002,전-T 급성 림프모구성 백혈병
C9102,성숙 T 급성 림프모구성 백혈병
C9102000,성숙 T 급성 림프모구성 백혈병
C9108,기타 및 상세불명의 급성 림프모구성 백혈병
C9108000,기타 및 상세불명의 급성 림프모구성 백혈병
C9108001,급성 림프성 백혈병
C9108002,"급성 림프모구성 백혈병, L2 형"
C9108003,상세불명의 급성 림프모구성 백혈병-림프종
C9108004,급성 림프구성 백혈병
C9108005,급성 림프모양 백혈병
C9108006,FAB L1
C9108007,FAB L2
A1802000,기타 뼈의 결핵
C9108008,"림프모구성 백혈병, 상세불명"
C9108009,형태가 없는 전구체세포 림프모구성 백혈병
C9108010,전-B 급성 림프모구성 백혈병
C9108011,전-T 급성 림프모구성 백혈병
C911,B-세포형 만성 림프구성 백혈병
C911000,B-세포형 만성 림프구성 백혈병
C911001,림프형질세포성 백혈병
C911002,리히터 증후군
C912,아급성 림프구성 백혈병
C913,B-세포형의 전림프구성 백혈병
C913000,B-세포형의 전림프구성 백혈병
C914,털세포백혈병
C914000,털세포백혈병
C914001,백혈병성 세망내피증
C915,성인 T-세포림프종/백혈병(HTLV-1관련)
C915000,성인 T-세포림프종/백혈병(HTLV-1관련)
A1620003,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 결핵성 폐섬유증 NOS
A1620004,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 결핵성 폐렴 NOS
A1620005,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 결핵성 기흉 NOS
A1621,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵
A1621000,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵
A1621001,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵 NOS
A1621002,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 기관지확장증 NOS
A1621003,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 폐섬유증 NOS
A1621004,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 폐렴 NOS
A1621005,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 기흉 NOS
A163,세균학적 또는 조직학적 확인에 대한 언급이 없는 흉곽내 림프절의 결핵
A1630,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 흉곽내림프절의 결핵
A163000,세균학적 또는 조직학적 확인에 대한 언급이 없는 흉곽내 림프절의 결핵
A1630000,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 흉곽내림프절의 결핵
A1630001,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 폐문림프절의 결핵 NOS
A1630002,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 흉곽내림프절의 결핵 NOS
A1630003,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 종격림프절의 결핵 NOS
A1630004,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 기관기관지림프절의 결핵 NOS
A163001,세균학적 또는 조직학적 확인에 대한 언급이 없는 상세불명의 폐문 림프절의 결핵
A163002,세균학적 또는 조직학적 확인에 대한 언급이 없는 흉곽내 림프절의 결핵
A163003,세균학적 또는 조직학적 확인에 대한 언급이 없는 종격 림프절의 결핵
A163004,세균학적 또는 조직학적 확인데 대한 언급이 없는 기관기관지 림프절의 결핵
A1801,기타 관절의 결핵성 관절염(M01.1*)
L711,딸기코증
A1631,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 흉곽내림프절의 결핵
A1631000,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 흉곽내림프절의 결핵
A1631001,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐문림프절의 결핵 NOS
A1631002,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 흉곽내림프절의 결핵 NOS
A1631003,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 종격림프절의 결핵 NOS
A1631004,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 기관기관지림프절의 결핵 NOS
A440001,오로야열
A164,"세균학적 또는 조직학적 확인에 대한 언급이 없는 후두, 기관 및 기관지의 결핵 "
A1640,"세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 후두, 기관 및 기관지 결핵"
A164000,"세균학적 또는 조직학적 확인에 대한 언급이 없는 후두, 기관 및 기관지의 결핵 "
A1640000,"세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 후두, 기관 및 기관지 결핵"
A1640001,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 기관지결핵 NOS
A1640002,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 성문결핵 NOS
A1640003,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 후두결핵 NOS
A1640004,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 기관결핵 NOS
A164001,세균학적 또는 조직학적 확인에 대한 언급이 없는 기관지 결핵 NOS
A164002,세균학적 또는 조직학적 확인에 대한 언급이 없는 성문 결핵 NOS 
A164003,세균학적 또는 조직학적 확인에 대한 언급이 없는 후두 결핵 NOS 
A164004,세균학적 또는 조직학적 확인의 언급이 없는 기관 결핵 NOS
A1641,"세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 후두, 기관 및 기관지 결핵"
A1641000,"세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 후두, 기관 및 기관지 결핵"
A1641001,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 기관지결핵 NOS
A1641002,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 성문결핵 NOS
A1641003,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 후두결핵 NOS
A1641004,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 기관결핵 NOS
A165,세균학적 또는 조직학적 확인에 대한 언급이 없는 결핵성 흉막염 
A1650,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 결핵성 흉막염
A165000,세균학적 또는 조직학적 확인에 대한 언급이 없는 결핵성 흉막염 
A1650000,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 결핵성 흉막염
A1650001,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 흉막의 결핵 NOS
A1650002,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 결핵성 농흉(膿胸) NOS
A1650003,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 결핵성 흉막염 NOS
A165001,세균학적 또는 조직학적 확인에 대한 언급이 없는 흉막의 결핵 NOS
A165002,세균학적 또는 조직학적 확인에 대한 언급이 없는 결핵성 농흉 NOS
A165003,세균학적 또는 조직학적 확인에 대한 언급이 없는 결핵성 흉막염 NOS
A1651,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염
A1651000,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염
A1651001,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 흉막의 결핵 NOS
H532001,복시
A1651002,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 농흉(膿胸) NOS
A1651003,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염 NOS
A167,세균학적 또는 조직학적 확인에 대한 언급이 없는 일차 호흡기결핵
A1670,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 일차호흡기결핵
A167000,세균학적 또는 조직학적 확인에 대한 언급이 없는 일차 호흡기결핵
A1670000,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 일차호흡기결핵
A1670001,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 일차호흡기결핵 NOS
A1670002,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 일차 결핵성 복합
A167001,세균학적 또는 조직학적 확인에 대한 언급이 없는 일차 호흡기결핵 NOS
A167002,세균학적 또는 조직학적 확인에 대한 언급이 없는 일차 결핵성 복합
A1671,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 일차호흡기결핵
A1671000,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 일차호흡기결핵
